7.758854031562805176e-01,1.287148892879486084e-01,7.962862253189086914e-01,1.081808507442474365e-01
5.836910009384155273e-01,8.882742375135421753e-02,1.095435738563537598e+00,1.404824107885360718e-01
7.308739423751831055e-01,1.232562512159347534e-01,7.988687753677368164e-01,1.049315109848976135e-01
6.866838932037353516e-01,1.076041683554649353e-01,9.012072682380676270e-01,1.203738078474998474e-01
7.524012327194213867e-01,1.244696974754333496e-01,8.032647967338562012e-01,1.111496537923812866e-01
7.656015753746032715e-01,1.303178071975708008e-01,7.692729830741882324e-01,1.011958345770835876e-01
6.858682036399841309e-01,9.696938097476959229e-02,8.989462852478027344e-01,1.157725155353546143e-01
6.272759437561035156e-01,9.886115789413452148e-02,9.973154067993164062e-01,1.317972689867019653e-01
7.327069640159606934e-01,9.643323719501495361e-02,8.763927221298217773e-01,1.154757589101791382e-01
7.324120998382568359e-01,1.174836307764053345e-01,8.004534244537353516e-01,1.019657254219055176e-01
5.987966656684875488e-01,9.070798009634017944e-02,1.019352436065673828e+00,1.231791824102401733e-01
6.763612031936645508e-01,1.054252609610557556e-01,9.686660170555114746e-01,1.395871788263320923e-01
6.863378882408142090e-01,9.502364695072174072e-02,8.915386795997619629e-01,1.151967495679855347e-01
6.937151551246643066e-01,1.096212044358253479e-01,9.052277207374572754e-01,1.228312551975250244e-01
6.513783931732177734e-01,9.086333215236663818e-02,1.013326883316040039e+00,1.404221802949905396e-01
5.812783241271972656e-01,9.151872247457504272e-02,1.038878202438354492e+00,1.304524391889572144e-01
5.358557105064392090e-01,7.921667397022247314e-02,1.176639676094055176e+00,1.419951468706130981e-01
7.413432598114013672e-01,1.254893541336059570e-01,8.527408838272094727e-01,1.228305026888847351e-01
6.907820701599121094e-01,1.019742935895919800e-01,9.562543034553527832e-01,1.338428407907485962e-01
8.039498329162597656e-01,1.225836575031280518e-01,7.592502236366271973e-01,1.024402678012847900e-01
5.848345160484313965e-01,9.046799689531326294e-02,1.039815068244934082e+00,1.279314309358596802e-01
8.171173930168151855e-01,1.340524405241012573e-01,7.678421735763549805e-01,1.117972210049629211e-01
6.457299590110778809e-01,9.609118849039077759e-02,9.344890117645263672e-01,1.195469945669174194e-01
6.764574050903320312e-01,9.674271196126937866e-02,9.082606434822082520e-01,1.138863414525985718e-01
8.219230771064758301e-01,1.195926144719123840e-01,7.448065876960754395e-01,9.625986963510513306e-02
6.849478483200073242e-01,1.008246690034866333e-01,8.784200549125671387e-01,1.099237948656082153e-01
5.636500716209411621e-01,8.266817778348922729e-02,1.117177128791809082e+00,1.387395262718200684e-01
6.456975936889648438e-01,9.724085777997970581e-02,9.375378489494323730e-01,1.185536682605743408e-01
6.762814521789550781e-01,9.541959315538406372e-02,9.140331745147705078e-01,1.174220442771911621e-01
8.153654336929321289e-01,1.114077195525169373e-01,7.414727807044982910e-01,9.572340548038482666e-02
8.009677529335021973e-01,1.215620934963226318e-01,7.580507397651672363e-01,1.039091795682907104e-01
8.024662733078002930e-01,1.288423836231231689e-01,7.451830506324768066e-01,1.016311347484588623e-01
7.656760811805725098e-01,1.119782403111457825e-01,7.901173233985900879e-01,1.010952964425086975e-01
6.550868153572082520e-01,9.855155646800994873e-02,9.873949885368347168e-01,1.394989937543869019e-01
7.280086874961853027e-01,9.857550263404846191e-02,8.755933642387390137e-01,1.160701438784599304e-01
7.662868499755859375e-01,1.120384633541107178e-01,7.675533890724182129e-01,9.362408518791198730e-02
7.491534948348999023e-01,1.215710267424583435e-01,8.052298426628112793e-01,1.083690449595451355e-01
7.668729424476623535e-01,1.115202009677886963e-01,7.695304751396179199e-01,9.190641343593597412e-02
7.798011302947998047e-01,1.100529283285140991e-01,8.424564599990844727e-01,1.220420449972152710e-01
6.997317671775817871e-01,1.082524061203002930e-01,8.865865468978881836e-01,1.201119273900985718e-01
7.535480856895446777e-01,1.231540963053703308e-01,8.297504782676696777e-01,1.196498349308967590e-01
7.084764242172241211e-01,1.007680669426918030e-01,9.671799540519714355e-01,1.441352069377899170e-01
5.823268890380859375e-01,8.969087898731231689e-02,1.035704016685485840e+00,1.286228448152542114e-01
8.146160244941711426e-01,1.246465444564819336e-01,7.662177681922912598e-01,1.077953800559043884e-01
7.020131945610046387e-01,1.050763502717018127e-01,8.634255528450012207e-01,1.144693866372108459e-01
5.491934418678283691e-01,6.846260279417037964e-02,1.253229856491088867e+00,1.627062410116195679e-01
7.625119686126708984e-01,1.240814998745918274e-01,7.928516864776611328e-01,1.058934032917022705e-01
5.494332909584045410e-01,7.952227443456649780e-02,1.129893541336059570e+00,1.353744119405746460e-01
6.742915511131286621e-01,8.575408905744552612e-02,1.021084070205688477e+00,1.463117450475692749e-01
