7.687917351722717285e-01,4.528351873159408569e-02,7.814149856567382812e-01,6.608823686838150024e-02
7.724378705024719238e-01,4.619295895099639893e-02,7.767977714538574219e-01,6.600701808929443359e-02
7.794806957244873047e-01,4.552008956670761108e-02,7.824141383171081543e-01,6.933386623859405518e-02
7.891333103179931641e-01,4.798045754432678223e-02,7.696795463562011719e-01,6.957814097404479980e-02
1.071600914001464844e+00,7.448819279670715332e-02,6.324279904365539551e-01,5.931919440627098083e-02
1.066974639892578125e+00,5.793438106775283813e-02,6.281129717826843262e-01,5.273263156414031982e-02
1.079899787902832031e+00,5.172891169786453247e-02,6.336264610290527344e-01,5.910198390483856201e-02
1.055349469184875488e+00,7.249213010072708130e-02,6.229529976844787598e-01,5.392834171652793884e-02
1.048338174819946289e+00,7.137002050876617432e-02,6.317086815834045410e-01,6.276194751262664795e-02
1.080019593238830566e+00,5.551942437887191772e-02,6.313108801841735840e-01,6.172833964228630066e-02
1.043701648712158203e+00,6.272126734256744385e-02,6.289595961570739746e-01,6.190537288784980774e-02
1.067239522933959961e+00,6.919430196285247803e-02,6.192914247512817383e-01,5.584910139441490173e-02
1.055570125579833984e+00,5.962121114134788513e-02,6.318405270576477051e-01,6.171067804098129272e-02
1.048543810844421387e+00,5.846027284860610962e-02,6.261903047561645508e-01,5.326196178793907166e-02
1.079307556152343750e+00,5.528436601161956787e-02,6.367966532707214355e-01,5.102380737662315369e-02
1.062243938446044922e+00,6.047394499182701111e-02,6.225514411926269531e-01,6.561677902936935425e-02
1.041841506958007812e+00,6.159012392163276672e-02,6.328771114349365234e-01,5.262633413076400757e-02
1.044955134391784668e+00,5.742791295051574707e-02,6.258931756019592285e-01,6.444261223077774048e-02
1.045916676521301270e+00,7.506294548511505127e-02,6.237844824790954590e-01,5.429957807064056396e-02
1.050126075744628906e+00,5.637602880597114563e-02,6.300666332244873047e-01,5.926620215177536011e-02
1.053285241127014160e+00,6.102816015481948853e-02,6.322670578956604004e-01,5.972505360841751099e-02
1.060139298439025879e+00,6.021882221102714539e-02,6.330351829528808594e-01,5.410635098814964294e-02
1.323905587196350098e+00,7.791474461555480957e-02,5.648618340492248535e-01,5.906841531395912170e-02
1.070986866950988770e+00,5.056311190128326416e-02,6.290880441665649414e-01,5.757083743810653687e-02
1.057903409004211426e+00,5.386864766478538513e-02,6.324195265769958496e-01,5.983251705765724182e-02
1.061832070350646973e+00,6.751976907253265381e-02,6.348701715469360352e-01,5.850477889180183411e-02
1.059110522270202637e+00,6.746004521846771240e-02,6.356019377708435059e-01,5.696590244770050049e-02
1.060191273689270020e+00,5.832206830382347107e-02,6.322380900382995605e-01,6.129113584756851196e-02
1.051656246185302734e+00,6.357590109109878540e-02,6.248089671134948730e-01,5.565982311964035034e-02
1.051000833511352539e+00,6.038415804505348206e-02,6.369986534118652344e-01,4.722304642200469971e-02
1.069645404815673828e+00,6.181791797280311584e-02,6.322509050369262695e-01,5.062197521328926086e-02
1.049773216247558594e+00,6.190006062388420105e-02,6.334466934204101562e-01,5.761973932385444641e-02
1.061274409294128418e+00,6.423088163137435913e-02,6.273337006568908691e-01,6.621738523244857788e-02
1.059812426567077637e+00,5.938354134559631348e-02,6.257103681564331055e-01,5.043550953269004822e-02
1.063206315040588379e+00,6.404319405555725098e-02,6.388107538223266602e-01,4.788254201412200928e-02
1.044358134269714355e+00,6.840364634990692139e-02,6.342517733573913574e-01,4.940139502286911011e-02
1.067438006401062012e+00,6.721814721822738647e-02,6.347365379333496094e-01,5.360954254865646362e-02
1.063341617584228516e+00,6.821015477180480957e-02,6.276621818542480469e-01,6.497447192668914795e-02
1.078576803207397461e+00,6.376812607049942017e-02,6.307508945465087891e-01,5.393003672361373901e-02
1.072901725769042969e+00,6.124333664774894714e-02,6.241893172264099121e-01,5.102145299315452576e-02
1.053046703338623047e+00,6.821263581514358521e-02,6.362275481224060059e-01,5.990988388657569885e-02
1.058417439460754395e+00,6.698420643806457520e-02,6.345672011375427246e-01,5.329644680023193359e-02
1.075794100761413574e+00,5.887148529291152954e-02,6.367536783218383789e-01,5.068241059780120850e-02
9.546620249748229980e-01,5.301467701792716980e-02,6.778721213340759277e-01,6.032581254839897156e-02
9.915313720703125000e-01,5.511686578392982483e-02,6.875264048576354980e-01,7.523875683546066284e-02
9.526308774948120117e-01,6.261649727821350098e-02,6.777999401092529297e-01,6.540959328413009644e-02
9.579051733016967773e-01,5.490105226635932922e-02,6.837318539619445801e-01,7.438867539167404175e-02
9.584432840347290039e-01,5.207645520567893982e-02,6.871407628059387207e-01,5.234691128134727478e-02
9.667665958404541016e-01,6.023042649030685425e-02,6.803339123725891113e-01,5.310848727822303772e-02
9.772819280624389648e-01,6.047053262591362000e-02,6.891512870788574219e-01,8.754347264766693115e-02
9.578341245651245117e-01,5.041796714067459106e-02,6.825349926948547363e-01,7.321385294198989868e-02
9.628654718399047852e-01,5.695049464702606201e-02,6.898556351661682129e-01,7.062617689371109009e-02
1.059076428413391113e+00,6.895554065704345703e-02,6.365605592727661133e-01,5.854785442352294922e-02
9.570056796073913574e-01,4.899497702717781067e-02,6.945794820785522461e-01,5.442580208182334900e-02
9.834460616111755371e-01,5.982645601034164429e-02,6.871413588523864746e-01,7.536777108907699585e-02
9.559268355369567871e-01,6.230503693222999573e-02,6.752110123634338379e-01,6.179247051477432251e-02
9.668827056884765625e-01,4.833884537220001221e-02,6.904347538948059082e-01,7.736217230558395386e-02
9.811498522758483887e-01,5.806678533554077148e-02,6.960771679878234863e-01,6.883529573678970337e-02
9.520661830902099609e-01,6.206879392266273499e-02,6.756260395050048828e-01,6.397813558578491211e-02
9.844575524330139160e-01,6.314582377672195435e-02,6.744625568389892578e-01,7.686189562082290649e-02
1.062723875045776367e+00,6.194797158241271973e-02,6.321172714233398438e-01,5.529107898473739624e-02
1.053531289100646973e+00,7.274554669857025146e-02,6.227715015411376953e-01,5.203228071331977844e-02
1.075902938842773438e+00,7.056371122598648071e-02,6.279082894325256348e-01,5.563814565539360046e-02
1.067753434181213379e+00,5.674560740590095520e-02,6.333615779876708984e-01,5.515458807349205017e-02
1.074308633804321289e+00,5.450631678104400635e-02,6.276642084121704102e-01,5.330072343349456787e-02
1.072601079940795898e+00,5.251328647136688232e-02,6.295424699783325195e-01,5.989198386669158936e-02
1.043367385864257812e+00,6.037576496601104736e-02,6.232997179031372070e-01,5.119166150689125061e-02
1.052376866340637207e+00,6.975805759429931641e-02,6.286545991897583008e-01,6.671781092882156372e-02
1.067835807800292969e+00,6.414017826318740845e-02,6.317157745361328125e-01,5.359290167689323425e-02
1.056237578392028809e+00,5.891230329871177673e-02,6.352530121803283691e-01,6.259343773126602173e-02
1.042784929275512695e+00,7.537766546010971069e-02,6.317016482353210449e-01,5.895629525184631348e-02
1.063599228858947754e+00,6.688090413808822632e-02,6.245002150535583496e-01,6.237101182341575623e-02
1.048722386360168457e+00,6.630946695804595947e-02,6.375520229339599609e-01,6.107464060187339783e-02
1.047807812690734863e+00,5.547989904880523682e-02,6.243702173233032227e-01,5.465405806899070740e-02
1.049933791160583496e+00,6.729485094547271729e-02,6.266199946403503418e-01,5.807190388441085815e-02
1.065909743309020996e+00,5.490520969033241272e-02,6.329727172851562500e-01,6.147207319736480713e-02
1.079427480697631836e+00,5.168862640857696533e-02,6.341581940650939941e-01,5.722282826900482178e-02
1.078309535980224609e+00,6.849061697721481323e-02,6.315757036209106445e-01,5.333418026566505432e-02
1.058924436569213867e+00,6.566914170980453491e-02,6.255179643630981445e-01,6.491759419441223145e-02
1.061231970787048340e+00,6.029516085982322693e-02,6.299982666969299316e-01,6.015346944332122803e-02
1.064945936203002930e+00,6.293949484825134277e-02,6.260029673576354980e-01,5.374496430158615112e-02
1.053863167762756348e+00,7.028768956661224365e-02,6.196830272674560547e-01,5.293595418334007263e-02
9.800350666046142578e-01,6.172268465161323547e-02,6.765277385711669922e-01,8.860921114683151245e-02
9.498318433761596680e-01,4.621474072337150574e-02,7.233153581619262695e-01,7.073926925659179688e-02
9.442684054374694824e-01,5.165319889783859253e-02,7.308619618415832520e-01,8.462186157703399658e-02
9.457938671112060547e-01,4.981251433491706848e-02,7.264809608459472656e-01,7.170113176107406616e-02
9.329595565795898438e-01,5.137537792325019836e-02,7.183517217636108398e-01,9.112036228179931641e-02
9.342426061630249023e-01,5.823592096567153931e-02,7.012836933135986328e-01,8.247493207454681396e-02
